Era,Njet,Variable,Region,Data_Events,MC_Events,DY_count,Ratio,no_DY_bkg,Right_DY,DY_factor
2023,nobin_,n_jet,ZCR_normalization,12886850,12878055.43504146,12804444.154747996,1.0006829109412443,73611.2802934628,12813238.719706537,1.0006868369178898
2023,nobin_,diMuon_mass,ZCR_normalization,12886850,12685947.622872554,12631599.154395027,1.0158366078041519,54348.46847752668,12832501.531522473,1.0159047460794024
2023BPix,nobin_,diMuon_pt,ZCR_normalization,6708372,6703725.706639171,6664612.836683726,1.0006930912098966,39112.86995544471,6669259.130044555,1.0006971587809654
2023BPix,nobin_,n_jet,ZCR_normalization,6708372,6703691.965917497,6664599.436660266,1.000698127853472,39092.52925723139,6669279.470742769,1.000702222860801
2023BPix,nobin_,diMuon_mass,ZCR_normalization,6708372,6603894.938510475,6575004.663476868,1.0158205214441358,28890.275033607148,6679481.724966393,1.0158900361044425
2022,nobin_,diMuon_pt,ZCR_normalization,6519010,6519010.0166905215,6494595.884003645,0.9999999974397153,24414.132686876692,6494595.867313123,0.9999999974300908
2022,nobin_,n_jet,ZCR_normalization,6519010,6518998.283227602,6494595.884003645,1.0000017973271182,24402.39922395721,6494607.600776043,1.0000018040802856
2022,nobin_,diMuon_mass,ZCR_normalization,6519010,6519010.01669052,6494595.884003645,0.9999999974397156,24414.13268687483,6494595.867313125,0.9999999974300912
2022EE,nobin_,diMuon_pt,ZCR_normalization,17772155,17772155.077262405,17698676.194025777,0.9999999956526148,73478.88323662803,17698676.116763372,0.9999999956345659
2022EE,nobin_,n_jet,ZCR_normalization,17772155,17772079.368743412,17698638.01876142,1.000004255622261,73441.34998199344,17698713.650018007,1.0000042732811705
2022EE,nobin_,diMuon_mass,ZCR_normalization,17772155,17772155.077262398,17698676.194025777,0.9999999956526151,73478.88323662058,17698676.11676338,0.9999999956345663
2023,nobin_,diMuon_pt,ZCR_normalization,12685456,12685456.024540292,12631126.514013488,0.9999999980654781,54329.51052680425,12631126.489473196,0.9999999980571573
2023,nobin_,n_jet,ZCR_normalization,12685456,12685418.761529561,12631110.954125602,1.0000029355333977,54307.807403959334,12631148.19259604,1.000002948154804
2023,nobin_,diMuon_mass,ZCR_normalization,12685456,12685456.024540288,12631126.514013488,0.9999999980654785,54329.51052680053,12631126.4894732,0.9999999980571576
2023BPix,nobin_,diMuon_pt,ZCR_normalization,6603643,6603642.984024808,6574763.164863815,1.0000000024191484,28879.81916099321,6574763.180839007,1.0000000024297746
2023BPix,nobin_,n_jet,ZCR_normalization,6603643,6603616.505278297,6574749.764840354,1.0000040121532923,28866.740437942557,6574776.259562057,1.0000040297688355
2023BPix,nobin_,diMuon_mass,ZCR_normalization,6603643,6603642.984024799,6574763.164863815,1.0000000024191495,28879.81916098483,6574763.180839015,1.0000000024297757
