Era,Njet,Variable,Region,Data_Events,MC_Events,DY_count,Ratio,no_DY_bkg,Right_DY,DY_factor
2022,nobin_,diMuon_pt,ZCR_self_normalization_reweighting_6-th,6622730,6623820.362277205,6590720.220805582,0.999835387704139,33100.14147162344,6589629.858528377,0.9998345609826126
2022,nobin_,n_jet,ZCR_self_normalization_reweighting_6-th,6622730,6623802.020408886,6590720.17308858,0.9998381563329365,33081.84732030518,6589648.152679695,0.9998373439653434
2022,nobin_,diMuon_mass,ZCR_self_normalization_reweighting_6-th,6622730,6525121.511020814,6500699.133007115,1.0149588768292401,24422.378013699315,6598307.621986301,1.015015075606804
2022,nobin_,diMuon_pt,ZCR_self_normalization_reweighting_6-th,6519010,6520859.003239811,6496444.870552935,0.9997164479037359,24414.132686876692,6494595.867313123,0.999715382293446
2022,nobin_,n_jet,ZCR_self_normalization_reweighting_6-th,6519010,6520847.269776892,6496444.870552935,0.9997182467705681,24402.39922395721,6494607.600776043,0.9997171884294409
2022,nobin_,diMuon_mass,ZCR_self_normalization_reweighting_6-th,6519010,6520859.00323981,6496444.870552935,0.9997164479037361,24414.13268687483,6494595.867313125,0.9997153822934463
2022EE,nobin_,diMuon_pt,ZCR_self_normalization_reweighting_6-th,17772155,17772892.505500298,17699413.62226367,0.999958503912626,73478.88323662803,17698676.116763372,0.9999583316421641
2022EE,nobin_,n_jet,ZCR_self_normalization_reweighting_6-th,17772155,17772809.00474116,17699367.65475917,0.9999632019484942,73441.34998198971,17698713.65001801,0.9999630492595037
2022EE,nobin_,diMuon_mass,ZCR_self_normalization_reweighting_6-th,17772155,17772892.50550029,17699413.62226367,0.9999585039126263,73478.88323662058,17698676.11676338,0.9999583316421645
2023,nobin_,diMuon_pt,ZCR_self_normalization_reweighting_6-th,12685456,12691415.703295624,12637086.19276882,0.9995304146176477,54329.51052680425,12631126.489473196,0.9995283957706141
2023,nobin_,n_jet,ZCR_self_normalization_reweighting_6-th,12685456,12691378.064676806,12637070.257272847,0.9995333789091597,54307.807403959334,12631148.19259604,0.9995313736050966
2023,nobin_,diMuon_mass,ZCR_self_normalization_reweighting_6-th,12685456,12691415.70329562,12637086.19276882,0.999530414617648,54329.51052680053,12631126.4894732,0.9995283957706144
2023BPix,nobin_,diMuon_pt,ZCR_self_normalization_reweighting_6-th,6603643,6607998.873124158,6579119.053963166,0.9993408181194047,28879.81916099228,6574763.180839008,0.9993379245627826
2023BPix,nobin_,n_jet,ZCR_self_normalization_reweighting_6-th,6603643,6607969.7860412,6579103.045603257,0.9993452170362007,28866.74043794349,6574776.2595620565,0.9993423440838046
2023BPix,nobin_,diMuon_mass,ZCR_self_normalization_reweighting_6-th,6603643,6607998.873124151,6579119.053963166,0.9993408181194058,28879.81916098483,6574763.180839015,0.9993379245627837
