Era,Njet,Variable,Region,Data_Events,MC_Events,DY_count,Ratio,no_DY_bkg,Right_DY,DY_factor
2022,nobin_,diMuon_pt,ZCR_eff_normalization,6519010,6519010.00112069,6494871.0424667,0.9999999998280888,24138.95865399018,6494871.04134601,0.9999999998274499
2022,nobin_,n_jet,ZCR_eff_normalization,6519010,6518998.378468543,6494871.0424667,1.0000017827173413,24127.336001843214,6494882.663998157,1.0000017893398314
2022,nobin_,diMuon_mass,ZCR_eff_normalization,6519010,6519010.00112069,6494871.0424667,0.9999999998280888,24138.95865399018,6494871.04134601,0.9999999998274499
2022EE,nobin_,diMuon_pt,ZCR_eff_normalization,17772155,17772155.023829184,17701787.434413232,0.9999999986591843,70367.58941595256,17701787.410584047,0.9999999986538544
2022EE,nobin_,n_jet,ZCR_eff_normalization,17772155,17772079.75773304,17701748.27737359,1.000004233734486,70331.48035944998,17701823.51964055,1.0000042505556954
2022EE,nobin_,diMuon_mass,ZCR_eff_normalization,17772155,17772155.023829184,17701787.434413232,0.9999999986591843,70367.58941595256,17701787.410584047,0.9999999986538544
2023,nobin_,diMuon_pt,ZCR_eff_normalization,12685456,12685456.001555836,12631650.72863914,0.9999999998773528,53805.2729166951,12631650.727083305,0.9999999998768304
2023,nobin_,n_jet,ZCR_eff_normalization,12685456,12685419.019523827,12631635.262336507,1.0000029151954788,53783.75718731992,12631672.24281268,1.0000029276079783
2023,nobin_,diMuon_mass,ZCR_eff_normalization,12685456,12685456.001555836,12631650.72863914,0.9999999998773528,53805.2729166951,12631650.727083305,0.9999999998768304
2023BPix,nobin_,diMuon_pt,ZCR_eff_normalization,6603643,6603643.002457637,6574834.234030417,0.9999999996278361,28808.768427220173,6574834.23157278,0.9999999996262054
2023BPix,nobin_,n_jet,ZCR_eff_normalization,6603643,6603616.465182749,6574820.746230058,1.0000040182250727,28795.71895269025,6574847.28104731,1.0000040358236788
2023BPix,nobin_,diMuon_mass,ZCR_eff_normalization,6603643,6603643.002457637,6574834.234030418,0.9999999996278361,28808.768427219242,6574834.231572781,0.9999999996262054
